,Team,Date,Rank
182,Wake Forest,20050905,64
183,Syracuse,20050905,65
184,UTEP,20050905,66
185,Air Force,20050905,67
186,South Carolina,20050905,68
187,Arizona,20050905,69
188,BYU,20050905,70
189,Northern Illinois,20050905,71
190,Louisiana Tech,20050905,72
191,Troy,20050905,73
192,South Florida,20050905,74
193,Rutgers,20050905,75
194,San Diego State,20050905,76
195,Memphis,20050905,77
196,Mississippi State,20050905,78
197,Houston,20050905,79
198,Tulane,20050905,80
199,Washington,20050905,81
200,Hawai'i,20050905,82
201,Cincinnati,20050905,83
202,Vanderbilt,20050905,84
203,Middle Tennessee,20050905,85
204,Navy,20050905,86
205,Baylor,20050905,87
206,Duke,20050905,88
207,Illinois,20050905,89
208,Marshall,20050905,90
209,Indiana,20050905,91
210,Nevada,20050905,92
211,Kentucky,20050905,93
212,SMU,20050905,94
213,North Texas,20050905,95
214,Tulsa,20050905,96
215,Akron,20050905,97
216,UNLV,20050905,98
217,Louisiana-Lafayette,20050905,99
218,Kent State,20050905,100
219,Louisiana-Monroe,20050905,101
220,Rice,20050905,102
221,Florida Atlantic,20050905,103
222,Idaho,20050905,104
223,New Mexico State,20050905,105
224,Ball State,20050905,106
225,East Carolina,20050905,107
226,Arkansas State,20050905,108
227,Temple,20050905,109
228,San Jose State,20050905,110
229,Central Michigan,20050905,111
230,Western Michigan,20050905,112
231,Eastern Michigan,20050905,113
232,Ohio,20050905,114
233,Army,20050905,115
234,Utah State,20050905,116
235,Florida International,20050905,117
236,UCF,20050905,118
237,Buffalo,20050905,119
238,USC,20050910,1
239,Texas,20050910,2
240,Georgia,20050910,3
241,Virginia Tech,20050910,4
242,Florida State,20050910,5
243,LSU,20050910,6
244,Tennessee,20050910,7
245,Auburn,20050910,8
246,Georgia Tech,20050910,9
247,Florida,20050910,10
248,Miami (Florida),20050910,11
249,Purdue,20050910,12
250,Clemson,20050910,13
251,Notre Dame,20050910,14
252,Ohio State,20050910,15
253,California,20050910,16
254,Minnesota,20050910,17
255,Michigan,20050910,18
256,Colorado,20050910,19
257,Iowa,20050910,20
258,Texas A&M,20050910,21
259,Virginia,20050910,22
260,Oklahoma,20050910,23
261,Wisconsin,20050910,24
262,Utah,20050910,25
263,Louisville,20050910,26
264,Arizona State,20050910,27
265,UCLA,20050910,28
266,Texas Tech,20050910,29
267,Boston College,20050910,30
268,Oregon State,20050910,31
269,Washington State,20050910,32
270,Oklahoma State,20050910,33
271,Boise State,20050910,34
272,Fresno State,20050910,35
273,Michigan State,20050910,36
274,Alabama,20050910,37
275,North Carolina State,20050910,38
276,New Mexico,20050910,39
277,Iowa State,20050910,40
278,Northwestern,20050910,41
279,Maryland,20050910,42
280,Oregon,20050910,43
281,Penn State,20050910,44
282,UAB,20050910,45
283,Kansas,20050910,46
284,Wyoming,20050910,47
285,Kansas State,20050910,48
286,West Virginia,20050910,49
287,Bowling Green,20050910,50
288,Nebraska,20050910,51
289,Stanford,20050910,52
290,North Carolina,20050910,53
291,Arkansas,20050910,54
292,Toledo,20050910,55
293,Mississippi,20050910,56
294,Air Force,20050910,57
295,Southern Mississippi,20050910,58
296,South Carolina,20050910,59
297,Missouri,20050910,60
298,Connecticut,20050910,61
299,Syracuse,20050910,62
300,Colorado State,20050910,63
301,UTEP,20050910,64
302,Pittsburgh,20050910,65
303,Vanderbilt,20050910,66
304,BYU,20050910,67
305,TCU,20050910,68
306,Arizona,20050910,69
307,South Florida,20050910,70
308,Miami (Ohio),20050910,71
309,Northern Illinois,20050910,72
310,Louisiana Tech,20050910,73
311,Baylor,20050910,74
312,Mississippi State,20050910,75
313,Rutgers,20050910,76
314,Memphis,20050910,77
315,Tulane,20050910,78
316,Wake Forest,20050910,79
317,Troy,20050910,80
318,Houston,20050910,81
319,Illinois,20050910,82
320,Cincinnati,20050910,83
321,SMU,20050910,84
322,Indiana,20050910,85
323,San Diego State,20050910,86
324,North Texas,20050910,87
325,Hawai'i,20050910,88
326,Navy,20050910,89
327,UNLV,20050910,90
328,Kentucky,20050910,91
329,Marshall,20050910,92
330,Akron,20050910,93
331,Washington,20050910,94
332,Kent State,20050910,95
333,Nevada,20050910,96
334,Arkansas State,20050910,97
335,Tulsa,20050910,98
336,Eastern Michigan,20050910,99
337,Middle Tennessee,20050910,100
338,Ohio,20050910,101
339,Central Michigan,20050910,102
340,Duke,20050910,103
341,Rice,20050910,104
342,Idaho,20050910,105
343,Louisiana-Lafayette,20050910,106
344,East Carolina,20050910,107
345,Temple,20050910,108
346,Florida Atlantic,20050910,109
347,Ball State,20050910,110
348,New Mexico State,20050910,111
349,Army,20050910,112
350,San Jose State,20050910,113
351,Louisiana-Monroe,20050910,114
352,Western Michigan,20050910,115
353,Utah State,20050910,116
354,UCF,20050910,117
355,Florida International,20050910,118
356,Buffalo,20050910,119
357,USC,20050917,1
358,Texas,20050917,2
359,Florida State,20050917,3
360,Florida,20050917,4
361,Georgia,20050917,5
362,Virginia Tech,20050917,6
363,Georgia Tech,20050917,7
364,Auburn,20050917,8
365,LSU,20050917,9
366,Wisconsin,20050917,10
367,Miami (Florida),20050917,11
368,UCLA,20050917,12
369,Minnesota,20050917,13
370,Ohio State,20050917,14
371,California,20050917,15
372,Purdue,20050917,16
373,Michigan,20050917,17
374,Michigan State,20050917,18
375,Texas A&M,20050917,19
376,Tennessee,20050917,20
377,Arizona State,20050917,21
378,Louisville,20050917,22
379,Colorado,20050917,23
380,Virginia,20050917,24
381,Clemson,20050917,25
382,Notre Dame,20050917,26
383,Alabama,20050917,27
384,Boston College,20050917,28
385,West Virginia,20050917,29
386,Iowa,20050917,30
387,Oklahoma State,20050917,31
388,Washington State,20050917,32
389,Penn State,20050917,33
390,Texas Tech,20050917,34
391,Wyoming,20050917,35
392,Kansas,20050917,36
393,Oregon,20050917,37
394,Utah,20050917,38
395,New Mexico,20050917,39
396,Nebraska,20050917,40
397,Boise State,20050917,41
398,Oklahoma,20050917,42
399,North Carolina State,20050917,43
400,Toledo,20050917,44
401,Iowa State,20050917,45
402,Fresno State,20050917,46
403,Oregon State,20050917,47
404,Connecticut,20050917,48
405,Bowling Green,20050917,49
406,Vanderbilt,20050917,50
407,Kansas State,20050917,51
408,Missouri,20050917,52
409,Northwestern,20050917,53
410,UAB,20050917,54
411,TCU,20050917,55
412,Air Force,20050917,56
413,Baylor,20050917,57
414,North Carolina,20050917,58
415,Southern Mississippi,20050917,59
416,UTEP,20050917,60
417,Mississippi State,20050917,61
418,Maryland,20050917,62
419,Mississippi,20050917,63
420,South Florida,20050917,64
421,Colorado State,20050917,65
422,BYU,20050917,66
423,Arkansas,20050917,67
424,Syracuse,20050917,68
425,Rutgers,20050917,69
426,Northern Illinois,20050917,70
427,Miami (Ohio),20050917,71
428,Indiana,20050917,72
429,Memphis,20050917,73
430,Stanford,20050917,74
431,Arizona,20050917,75
432,Tulsa,20050917,76
433,South Carolina,20050917,77
434,Louisiana Tech,20050917,78
435,Illinois,20050917,79
436,Wake Forest,20050917,80
437,Pittsburgh,20050917,81
438,Cincinnati,20050917,82
439,Tulane,20050917,83
440,Hawai'i,20050917,84
441,Houston,20050917,85
442,San Diego State,20050917,86
443,Akron,20050917,87
444,Washington,20050917,88
445,SMU,20050917,89
446,Arkansas State,20050917,90
447,Marshall,20050917,91
448,Nevada,20050917,92
449,Navy,20050917,93
450,Rice,20050917,94
451,UNLV,20050917,95
452,Troy,20050917,96
453,Duke,20050917,97
454,Kentucky,20050917,98
455,Central Michigan,20050917,99
456,Kent State,20050917,100
457,North Texas,20050917,101
458,Ohio,20050917,102
459,East Carolina,20050917,103
460,Louisiana-Lafayette,20050917,104
461,Eastern Michigan,20050917,105
462,Western Michigan,20050917,106
463,Florida Atlantic,20050917,107
464,San Jose State,20050917,108
465,Ball State,20050917,109
466,Temple,20050917,110
467,New Mexico State,20050917,111
468,Louisiana-Monroe,20050917,112
469,Utah State,20050917,113
470,Middle Tennessee,20050917,114
471,Army,20050917,115
472,Idaho,20050917,116
473,UCF,20050917,117
474,Florida International,20050917,118
475,Buffalo,20050917,119
476,USC,20050927,1
477,Virginia Tech,20050927,2
478,Texas,20050927,3
479,Florida,20050927,4
480,Georgia,20050927,5
481,Florida State,20050927,6
482,Miami (Florida),20050927,7
483,Wisconsin,20050927,8
484,Minnesota,20050927,9
485,Ohio State,20050927,10
486,Michigan State,20050927,11
487,Tennessee,20050927,12
488,California,20050927,13
489,UCLA,20050927,14
490,LSU,20050927,15
491,Arizona State,20050927,16
492,Alabama,20050927,17
493,Penn State,20050927,18
494,Boston College,20050927,19
495,Auburn,20050927,20
496,Virginia,20050927,21
497,Notre Dame,20050927,22
498,Purdue,20050927,23
499,Georgia Tech,20050927,24
500,Michigan,20050927,25
501,Colorado,20050927,26
502,Wyoming,20050927,27
503,West Virginia,20050927,28
504,Oklahoma State,20050927,29
505,Texas A&M,20050927,30
506,Louisville,20050927,31
507,Clemson,20050927,32
508,Washington State,20050927,33
509,Texas Tech,20050927,34
510,Boise State,20050927,35
511,Utah,20050927,36
512,Oklahoma,20050927,37
513,Nebraska,20050927,38
514,South Florida,20050927,39
515,Kansas,20050927,40
516,Iowa State,20050927,41
517,Kansas State,20050927,42
518,Iowa,20050927,43
519,Oregon,20050927,44
520,Vanderbilt,20050927,45
521,UTEP,20050927,46
522,Fresno State,20050927,47
523,Toledo,20050927,48
524,TCU,20050927,49
525,North Carolina,20050927,50
526,New Mexico,20050927,51
527,North Carolina State,20050927,52
528,Missouri,20050927,53
529,Connecticut,20050927,54
530,UAB,20050927,55
531,Bowling Green,20050927,56
532,Maryland,20050927,57
533,Northwestern,20050927,58
534,Southern Mississippi,20050927,59
535,Oregon State,20050927,60
536,Air Force,20050927,61
537,Colorado State,20050927,62
538,South Carolina,20050927,63
539,Baylor,20050927,64
540,Tulsa,20050927,65
541,Mississippi State,20050927,66
542,Syracuse,20050927,67
543,Miami (Ohio),20050927,68
544,Rutgers,20050927,69
545,Mississippi,20050927,70
546,Indiana,20050927,71
547,Arkansas,20050927,72
548,Pittsburgh,20050927,73
549,Stanford,20050927,74
550,BYU,20050927,75
551,Arizona,20050927,76
552,Akron,20050927,77
553,Tulane,20050927,78
554,Northern Illinois,20050927,79
555,Louisiana Tech,20050927,80
556,Memphis,20050927,81
557,Cincinnati,20050927,82
558,Arkansas State,20050927,83
559,San Diego State,20050927,84
560,Houston,20050927,85
561,Hawai'i,20050927,86
562,Illinois,20050927,87
563,Wake Forest,20050927,88
564,Ohio,20050927,89
565,Eastern Michigan,20050927,90
566,Navy,20050927,91
567,Rice,20050927,92
568,Western Michigan,20050927,93
569,Washington,20050927,94
570,Kentucky,20050927,95
571,East Carolina,20050927,96
572,Duke,20050927,97
573,Marshall,20050927,98
574,UCF,20050927,99
575,Nevada,20050927,100
576,Louisiana-Lafayette,20050927,101
577,Kent State,20050927,102
578,Troy,20050927,103
579,Central Michigan,20050927,104
580,Utah State,20050927,105
581,SMU,20050927,106
582,Louisiana-Monroe,20050927,107
583,UNLV,20050927,108
584,North Texas,20050927,109
585,Middle Tennessee,20050927,110
586,San Jose State,20050927,111
587,Ball State,20050927,112
588,New Mexico State,20050927,113
589,Florida Atlantic,20050927,114
590,Army,20050927,115
591,Temple,20050927,116
592,Florida International,20050927,117
593,Idaho,20050927,118
594,Buffalo,20050927,119
595,USC,20051001,1
596,Virginia Tech,20051001,2
597,Texas,20051001,3
598,Florida State,20051001,4
599,Miami (Florida),20051001,5
600,Georgia,20051001,6
601,Alabama,20051001,7
602,Wisconsin,20051001,8
603,Penn State,20051001,9
604,Florida,20051001,10
605,Ohio State,20051001,11
606,California,20051001,12
607,Notre Dame,20051001,13
608,Tennessee,20051001,14
609,LSU,20051001,15
610,UCLA,20051001,16
611,Auburn,20051001,17
612,Colorado,20051001,18
613,Michigan,20051001,19
614,Boston College,20051001,20
615,Michigan State,20051001,21
616,Minnesota,20051001,22
617,Georgia Tech,20051001,23
618,Arizona State,20051001,24
619,Texas Tech,20051001,25
620,Nebraska,20051001,26
621,Wyoming,20051001,27
622,Louisville,20051001,28
623,Oregon,20051001,29
624,South Florida,20051001,30
625,West Virginia,20051001,31
626,Oklahoma,20051001,32
627,North Carolina,20051001,33
628,Boise State,20051001,34
629,Texas A&M,20051001,35
630,Virginia,20051001,36
631,Fresno State,20051001,37
632,Iowa,20051001,38
633,Purdue,20051001,39
634,TCU,20051001,40
635,Connecticut,20051001,41
636,Clemson,20051001,42
637,Southern Mississippi,20051001,43
638,Maryland,20051001,44
639,Iowa State,20051001,45
640,Washington State,20051001,46
641,UAB,20051001,47
642,North Carolina State,20051001,48
643,Bowling Green,20051001,49
644,Kansas State,20051001,50
645,Colorado State,20051001,51
646,Utah,20051001,52
647,Kansas,20051001,53
648,Toledo,20051001,54
649,Oregon State,20051001,55
650,Northwestern,20051001,56
651,Vanderbilt,20051001,57
652,UTEP,20051001,58
653,Miami (Ohio),20051001,59
654,Oklahoma State,20051001,60
655,Indiana,20051001,61
656,Missouri,20051001,62
657,Baylor,20051001,63
658,New Mexico,20051001,64
659,South Carolina,20051001,65
660,Arkansas,20051001,66
661,Rutgers,20051001,67
662,Air Force,20051001,68
663,Memphis,20051001,69
664,Houston,20051001,70
665,Mississippi,20051001,71
666,San Diego State,20051001,72
667,Tulsa,20051001,73
668,Wake Forest,20051001,74
669,Syracuse,20051001,75
670,Mississippi State,20051001,76
671,Tulane,20051001,77
672,Northern Illinois,20051001,78
673,Pittsburgh,20051001,79
674,Central Michigan,20051001,80
675,Louisiana Tech,20051001,81
676,Eastern Michigan,20051001,82
677,Hawai'i,20051001,83
678,Akron,20051001,84
679,Cincinnati,20051001,85
680,BYU,20051001,86
681,Stanford,20051001,87
682,Arizona,20051001,88
683,Navy,20051001,89
684,UCF,20051001,90
685,Illinois,20051001,91
686,Ohio,20051001,92
687,Arkansas State,20051001,93
688,Washington,20051001,94
689,Marshall,20051001,95
690,Nevada,20051001,96
691,Western Michigan,20051001,97
692,Kentucky,20051001,98
693,Middle Tennessee,20051001,99
694,Rice,20051001,100
695,Louisiana-Monroe,20051001,101
696,Troy,20051001,102
697,East Carolina,20051001,103
698,Kent State,20051001,104
699,North Texas,20051001,105
700,Louisiana-Lafayette,20051001,106
701,Duke,20051001,107
702,UNLV,20051001,108
703,SMU,20051001,109
704,Utah State,20051001,110
705,Ball State,20051001,111
706,San Jose State,20051001,112
707,Florida International,20051001,113
708,Idaho,20051001,114
709,New Mexico State,20051001,115
710,Army,20051001,116
711,Florida Atlantic,20051001,117
712,Temple,20051001,118
713,Buffalo,20051001,119
